Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Most_Important_Issue-is-Education,Most_Important_Issue-is-Environment,Most_Important_Issue-is-Financial,Most_Important_Issue-is-Foreign_Affairs,Most_Important_Issue-is-Healthcare,Most_Important_Issue-is-Military,Most_Important_Issue-is-Other,Most_Important_Issue-is-Social
0.6491428571428572,0.4545454545454546,0.15381452345692703,0.11261642675698535,-0.8494064828735858,-1.103740479854381,-0.9517936816025003,-1.3745256538741175,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
0.6819999999999999,-0.8181818181818181,-0.546159659161858,-0.8288045570010008,0.7408169802077349,-0.40725869354677224,-0.42548067596878947,-0.36126317377208206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.838857142857143,-0.4545454545454546,0.477459064062566,0.010391809714417555,0.07913500159918663,1.8979310737234887,1.734609132765797,1.760512256763218,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.3451428571428572,-0.09090909090909094,0.11213133269947417,0.6483719498114078,-0.35834031517190584,-1.944355592452183,-0.005433277634398741,-0.6696360596084165,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.5697142857142857,0.09090909090909083,0.23170575485909972,0.7693788007081828,-0.728263512580871,1.7882137216570784,0.6590438271069082,1.668532759885122,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.38542857142857145,-0.09090909090909094,-0.14044990973502225,0.6700792856593025,-0.6000739963706827,-1.2119329004132056,-0.7604839887290415,-0.5496269200618061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.15228571428571436,-0.2727272727272727,-0.7858163543703686,-0.23547071049187918,-0.9720539096958438,-0.362279476775386,0.0010693920467135863,0.14110316621397453,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.7065714285714286,-0.2727272727272727,0.5724584924513689,0.8431221614964204,1.6470882689225494,1.6172153665171638,2.3898524369225336,1.7903561177075333,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.5891428571428572,-0.8181818181818181,-0.4331737083134276,-0.14386883226849367,-0.49943813057622594,-0.45979139370108435,-0.5997513759866053,-0.4992315404871277,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8577142857142857,0.8181818181818181,-0.09197484333634731,0.00023092910476463224,-1.0893664979604385,-1.3427550303160551,-0.6168581825593918,-0.6535646307043723,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.43285714285714283,0.2727272727272727,0.49099843691713074,0.6956354399199445,-0.40086510333412245,1.379127377765502,1.7696194462875623,2.229739154794056,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.7214285714285714,-0.2727272727272727,-0.6923923634516475,0.2353167577553692,0.714145564498487,0.31880685060927627,-0.4140664236911552,0.2318123229365254,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-0.43314285714285716,0.8181818181818181,0.8277864582481922,0.695789392656454,0.8344528759141824,2.147085064495287,2.293638680576976,2.1774527940784294,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.07428571428571429,0.8181818181818181,-0.46836243879636796,0.11446385959510419,-1.3734628924423755,-0.422216797926997,0.2153981887047367,-0.7154270130542812,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8471428571428572,0.4545454545454546,-0.4524704244249129,-0.917789238703718,0.05265244631571526,0.4183882290649738,0.2037222728443341,-0.7381683246946013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.8705714285714286,0.2727272727272727,-0.649055701827331,0.007774613193749502,-0.78403103037583,-0.32352155974866614,-0.178760825624319,-0.3091922566301902,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.0465714285714286,0.09090909090909083,0.9953102801106655,0.4874913401585712,-0.844239259429171,2.1907506882122965,2.656987844525545,2.361109435923311,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8917142857142857,-0.09090909090909094,-0.16922065400318087,-0.018089446539912513,0.4586267179650801,-1.4741165625806276,0.11274516124085153,-0.4450095512034803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.7691428571428571,-0.4545454545454546,-0.8671525736589378,0.2610268647525209,-0.48250969960978524,0.020499756837379337,-0.029792053571815327,0.004384632376547143,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-0.0020000000000000018,0.09090909090909083,-0.6318096451524079,-0.4602417057963206,-0.03364308651208719,0.13195319568655356,0.03508067997533315,-0.4709302399453365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.5594285714285714,0.09090909090909083,0.25844845229217683,0.16095758602109145,-0.36587507993510054,-2.0373307779699337,-0.5985207625090457,-0.9480627325894673,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
-0.5545714285714285,-0.4545454545454546,-0.4248275157254112,-0.16249711338619066,-0.6729205237746047,0.21502636826879745,-0.42793186694986174,-0.7110684664892569,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.19399999999999995,-0.09090909090909094,0.3797236409252469,0.5669309521976753,-0.06242862271581604,2.1879520028858166,0.9072867574761109,1.5212653223832544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.9094285714285715,0.4545454545454546,-0.05575643163579436,0.9524286044184433,-0.6492164980096075,-1.0799448079141725,-0.9634642463315124,-0.8171117191857046,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8825714285714286,0.09090909090909083,0.0949108589932397,0.9379570471865137,1.425685973462342,1.6172102763748648,1.1145399346408655,1.2634947022433287,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.22942857142857143,0.09090909090909083,0.41316358322303937,0.5860210915249016,-0.967435895704077,1.6742813949847202,1.076228401875634,2.140375056634459,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.8302857142857143,-0.8181818181818181,-0.5080684419552551,-0.9087060272496343,1.3645318912340636,0.2659844051835799,-0.41126674139374175,-0.5209083234690599,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.7394285714285714,0.6363636363636365,-0.8208116569766313,-0.06288969286429091,0.5277176667753545,0.09619015207148077,-0.08773689286054905,-0.046666633811944025,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8808571428571429,0.6363636363636365,-0.643568804786914,0.013316911708105339,1.1237304144766203,0.0403119766369052,-0.38355642455797023,-0.2682235196708903,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.23457142857142854,-0.6363636363636364,-0.372450902032077,-0.027018705257486064,-0.7578478175473871,1.0067389541574405,0.21422988958351752,-0.450511192210036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
0.0922857142857143,1.0,0.966874050543957,0.41267031021476397,-0.16186960178599624,2.177526607103282,2.5873379432103274,2.3436669553859697,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8017142857142858,0.2727272727272727,-0.5981713439347653,-0.8933107535986452,-0.46544491365283663,-0.3613822182536254,-0.37536072759906114,-0.2868918408956065,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.43599999999999994,0.6363636363636365,-0.3604244743700624,-0.6962512508659842,-0.7621363642846458,0.6139742729292238,0.2826597101372691,-0.8278696646465843,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
-0.6737142857142857,-0.6363636363636364,-0.6839480816509338,-0.09829882226156594,-0.00015270609240684057,-0.2948866636595972,-0.4590215243915874,0.30045341548535315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.026000000000000023,-0.09090909090909094,0.7604390757350978,0.4483873450850586,-1.1926744100021318,-2.2061563876048726,-1.712212732580177,-1.6289987840376767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.49542857142857133,-0.8181818181818181,-0.39873481299320457,-0.4203679470402587,0.966833917524664,-0.6587424594863852,0.3326524474297236,-0.7298569748416859,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.762,0.2727272727272727,-0.7753653334837469,0.5650835193595565,2.3240650538204597,-0.4228974049498628,0.4659550957232277,0.2323137541637506,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.18514285714285716,-0.09090909090909094,-0.5988676206145561,-0.3615580016934803,-0.28413478405427456,-0.6685551450591773,-0.11171129356987673,-0.15165576906058315,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.46285714285714286,-0.2727272727272727,-0.8720095186344282,-0.2119159418058657,-1.0287166140078627,-0.2421557918006684,-0.008078052263052228,0.17603764529442745,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.19371428571428573,0.09090909090909083,0.47245156744958217,0.3580170887537526,0.08041196178882616,1.4833265953742854,1.404556448906545,1.5810228588448778,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
0.47085714285714286,0.09090909090909083,-0.4455887586181796,-0.407128011700408,-0.7611777898833229,-0.3586427073762414,-0.9046901204874669,-0.12711505425994682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
0.003714285714285781,-0.09090909090909094,-0.7552325744188156,-0.1554152875067356,1.6503633835379172,0.3742831480097238,0.15618504204145242,0.5535727998494927,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
0.15542857142857147,-0.09090909090909094,-0.7318150040221358,-0.5450696636132707,-0.7996445607101752,-0.44636020400650217,-0.19150154920927537,0.13952250670216446,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
-0.2111428571428572,1.0,-0.35747810384819945,-0.34754830267108017,-0.9175871334663097,0.6580659254899236,0.08671310872737735,-0.8074322433825317,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8425714285714285,0.6363636363636365,-0.6013102699715066,-0.9153259949195597,1.3913093248735182,-0.45478029559197114,-0.26118486956452797,-0.29504307411398056,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.3165714285714286,0.2727272727272727,0.6787796232850456,0.6329766761604185,-0.30049091803117833,2.093720217002087,2.1131075197221527,1.8978954796069722,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.47485714285714287,-0.2727272727272727,-0.4002077789394134,-0.7171888230313294,-0.8515117617070818,-0.07231667419553721,-0.1331715508414339,1.1583866491725134,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
-0.7148571428571429,0.4545454545454546,0.8760789840357084,0.8475867908552075,-1.1210309349307628,2.192074916627295,2.545807747052752,2.0682103590980905,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8931428571428572,1.0,-0.7454050959837608,-0.9425756292818105,-0.10177782354997085,0.29852841314744416,-0.03590279576102473,-0.1446577026995392,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.3520000000000001,0.2727272727272727,0.9357589223331175,0.2727272727272725,-1.0041122498654182,-2.151558760781833,-2.1323855242233156,-1.9025683723587326,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
0.14101142857142857,0.6363636363636365,-0.7650407676855225,-0.5346008775305982,1.5568084707771148,0.019387058881478833,-0.20399941352541168,-0.11095584418385596,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.5065714285714286,-0.4545454545454546,-0.6109792461886077,-0.18836117311985234,-0.26618611338044595,-0.5331323051354108,0.009420854322826726,-0.323106061366321,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8377142857142857,0.09090909090909083,-0.7781992564735776,-0.009929951504888068,-0.9605492171984806,-0.4401114483026442,0.16520081451053437,0.033877964620970556,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.6757142857142857,-0.09090909090909094,-0.8087202401295935,-0.09722115310599655,-0.7337697772406104,-0.05965160609099381,-0.24694559866634244,0.10122805594998274,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9851428571428571,0.6363636363636365,-0.8476516739706585,0.06950966053421581,-1.1782973866641198,0.034383636827720006,0.37194101825989856,-0.06188455492823171,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.5097142857142858,0.2727272727272727,-0.8013103468933339,-0.7359710568855362,1.721184697071294,-0.3811018916565507,-0.036366617492812524,0.3030026787285516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.9411428571428572,0.2727272727272727,0.12474990542679665,0.6616118851512585,3.589362667010419,0.026934648787126012,2.5447779983110377,-0.33177030806473295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.9371428571428572,0.4545454545454546,-0.4537304406958198,0.04364560080055413,0.03675042350124471,0.5976859641162616,0.1488129240618224,-0.639186705317202,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
0.12571428571428567,-0.2727272727272727,-0.8195179289867944,-0.22115310599645932,-1.025540364405177,-0.23206426380117723,0.5154904961967829,0.37678319366882884,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
0.8745714285714286,-1.0,-0.6419800495708776,-0.6246632283888847,-0.9886952866574129,-0.19019595953086743,0.7514815105403199,0.7110844669632013,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.5994285714285714,0.2727272727272727,0.6352912099311978,0.785389885305211,0.4354499934333329,-2.209116060241623,-1.5231136593077392,-1.3552871089926053,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.9445714285714286,-0.09090909090909094,-0.8192111717267054,0.04764837194981131,-0.16532423616473227,-0.20079891485490267,-0.09697576695620326,0.0009841269555767142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.5671428571428572,-0.4545454545454546,-0.8208549864896735,-0.4590100839042415,-1.1784661921614492,0.0841024174228696,-0.16288107948493152,0.023076824748208324,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.19799999999999995,0.09090909090909083,0.12188101720318145,0.26118081748903066,2.4892019675627246,0.4672488987112551,-2.0261579691990557,0.9543384058145806,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.05714285714285716,0.09090909090909083,-0.4827563602213556,-0.4305288276499115,0.13511021914697682,-0.4389630858047975,-0.5452114228336938,-0.4195936675379995,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9822857142857142,-0.08363636363636384,0.4958179608962865,-0.06689246401354798,-0.3549730657539336,1.8797398461979875,1.1932894289359284,2.1304887160711443,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.7045714285714286,-0.29454545454545444,-0.13378853947525093,-0.2251558771457164,-1.0643220652509093,-0.43351197905778016,-0.7277211677423828,-1.1407831276807705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.97,-0.6363636363636364,-0.7254850536893935,-0.9839889154029713,0.6405188514037828,-0.30011046236024164,-0.3621567732169679,0.22914728757854616,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.8065714285714286,0.6363636363636365,-0.40609157822197406,0.8970056192748825,-0.8421676713769407,-0.5924774487896828,-0.26393894677774327,-0.679131121680046,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9245714285714286,0.6363636363636365,0.5232802782145209,-0.03579401123854997,0.32555411971590903,1.7818224062160397,2.1171756670427895,1.7221494972078102,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.7974285714285714,-0.2727272727272727,-0.6492207504491734,-0.03163728735278282,-0.9801925052426392,-0.31950205287476124,-0.5326268254723389,0.20720152076687626,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.7008571428571428,-0.09090909090909094,-0.6695806298259498,0.22423216072665664,1.5139503387884117,0.6106010975995247,0.13079206998417625,-0.022834508506889735,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-0.7274285714285714,-0.4545454545454546,-0.8531814455397921,-0.06935570779770617,-0.0712863946602581,-0.07006476160851959,-0.1705691244148082,0.1862420872403807,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.7197142857142858,0.09090909090909083,0.5186307095555089,0.07459010083904216,0.834964039882481,1.9748162086017522,0.9373367338139402,2.187222631106203,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
0.8411428571428572,0.09090909090909083,0.6218998159368632,0.009160187822338406,0.40974849537994507,1.604559578255812,2.5365192141206876,1.815171254143654,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.9182857142857144,-0.6363636363636364,-0.44062027589185937,-0.648217997074898,-1.0781194533618355,0.4344483571979065,-0.9442979160005189,0.28176045965055063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
0.10628571428571432,-1.0,-0.7768972271403105,-0.5185897929335694,1.492057285153786,-0.3318764426034432,-0.1849255709119709,0.12748167956092707,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.1288571428571429,-0.8181818181818181,-0.900032888914994,-0.39188669078592875,1.4399811464880574,-0.04413947688684893,-0.07755334775732804,0.21849599539792047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.694,-0.6363636363636364,-0.7016389217050587,-0.5273650989146332,-0.4940188685427194,0.4058926889177072,-0.19334434470992504,-0.0586506130689497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
-0.3871428571428571,-0.2727272727272727,-0.7151013064224332,-0.2527134169809869,0.3114400151482394,0.33504818463000946,-0.32886917549017786,0.11660917019666274,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.46085714285714285,0.4545454545454546,-0.7849769619468775,-0.7096451389423448,0.6894004411349267,-0.04336770899952575,-0.17712401447540008,-0.08266972062284408,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.20057142857142862,0.4545454545454546,0.0862213350644685,0.5704718651374028,-0.029717492262303795,2.065867611164394,0.3624172804474402,0.4774753426029057,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.18371428571428572,0.4545454545454546,0.7683200849257239,0.3634054345315989,-0.5749117280644039,1.957840817091482,2.2369087429437573,2.224211332598469,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.2917142857142857,0.6363636363636365,-0.728344382743409,-0.3041336309752908,-1.0297784210057364,0.22805962995382906,-0.1095918107661723,-0.19582478287152413,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.7602857142857142,0.2727272727272727,-0.3399291365200351,-0.870987606804711,-0.9778102945241216,0.7709872970229246,0.2369380135125301,-0.7741140206097121,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.19371428571428573,-0.2727272727272727,-0.8842815380159175,-0.5656993303055962,0.05546231514654399,-0.12826531623238416,-0.0837099880193086,0.24260229027172528,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.45114285714285707,-0.2727272727272727,-0.9150757117827336,-0.7044107459010084,0.3451831731321733,-0.19086215419452965,0.05902913310109998,0.2277356113323564,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.944,-0.6363636363636364,-0.5476026068740067,-0.07796320529597411,-1.1456910952768729,-0.060798846126833776,0.8274462823064351,0.9097642575317534,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.09942857142857142,-1.0,-0.7757833956133593,-0.4077438226464476,-1.0010436074278024,-0.3430079115690866,-0.1233503801222403,0.035005225426518814,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.09828571428571431,-0.4545454545454546,-0.8014784219411956,-0.20637364329150953,-0.5346812805371097,0.07708244115881724,-0.022177544807631122,0.5864474924055885,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
-0.28028571428571425,-0.6363636363636364,-0.43848806675932184,-0.3102917404356864,0.3754084853672107,-0.5163918917549961,-0.41709265754318825,-0.5769214041192765,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
0.1321000000000001,0.6363636363636365,0.2336488186332497,0.004695558463551519,-0.624339146223595,1.0932169512606107,2.487055408453688,0.7164531756644006,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8111428571428572,-0.09090909090909094,0.7879609967497725,0.3550211685012701,-1.2066414451247605,-2.040452358185727,-1.962422080789104,-1.6902429022718606,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.10228571428571431,0.2727272727272727,-0.6995222468967639,-0.4062042952813487,1.1160930869176862,-0.06610713315628494,-0.3952551008216752,-0.092184375542648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
-0.4037142857142857,0.8181818181818181,-0.3589525719596729,-0.24378415826341326,-0.79425301966771,0.5244274174697602,0.05786385161345314,-0.8728657726421778,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8031428571428572,-0.6363636363636364,-0.36584931682515076,-0.5861750442614118,-0.14947984125595762,-1.1539974533948554,-0.3507202116690275,0.37243804252817514,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
-0.013714285714285679,0.8181818181818181,-0.553093600132355,0.16188130244015064,-1.3561803941175585,0.4762363495985183,0.6310653925120137,-0.09202557002681488,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.03485714285714281,-0.4545454545454546,-0.6736682040392041,-0.13463166807790006,-0.9457263454493805,-0.02747995845608226,-0.5244354018831335,0.032606953574858634,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.8105714285714286,-0.09090909090909094,-0.5949832356341972,-0.024555461473327767,-0.9076553428142877,0.03331712621921127,-0.16549249902537014,-0.5008699870752764,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0882857142857143,0.8181818181818181,-0.5214133201404052,-0.5088907705334462,-0.8822121824166174,-0.25350960755709695,-0.7380611870860884,-0.17209092556911534,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.5288571428571429,-0.09090909090909094,-0.3415082669595034,-0.1763528596720808,1.2869117057818593,0.0014158599515366726,-0.7626028617595753,-0.7188132339816038,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.9062857142857144,-0.2727272727272727,0.2944974841511383,-0.33384650912169966,2.545707135068534,1.8110837517499656,0.9083114069277122,1.750328206161585,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.8231428571428572,-0.09090909090909094,-0.3501307998471985,-0.9048572088368871,1.4051011385980312,0.8234666808939914,0.2630815186806826,-0.7077900938094002,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.2885714285714285,0.2727272727272727,0.10090799103328463,-0.0010006927873144056,0.46663561283323585,1.768505579200859,0.37419682552315875,-0.8898282296809544,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.13342857142857145,0.2727272727272727,-0.8786575592686972,-0.5332153029020091,-0.24855707938241953,-0.005243958028364513,0.05802545637633433,-0.015899044414553587,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-0.81,-0.6363636363636364,-0.6144801418028817,0.2830421060734356,-0.15020441443032306,-0.052354298287954085,-0.4763143782121601,0.09127178665307667,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-0.7382857142857142,-0.09090909090909094,-0.8318969303009378,0.2443999692094525,-0.3667491563878738,0.037063482868557214,0.153952503821555,-0.1280271500468638,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
